HITId,WorkerId,Input.id,Input.user,Input.gold,Input.baseline,Input.rerank,Input.reaction,Answer.match_refA,Answer.match_refB,Answer.match_refC,Answer.out_of_refA,Answer.out_of_refB,Answer.out_of_refC
38O9DZ0A7IRXM3LESGDOV21XEKU62B,A2J2284QMS9XEZ,83201ce0238a651e30d3c7f14fae0746_11,What is the 2019 earnings limit?,"That 2019 earnings limit would be $17,640.","The 2019 earnings limit is $15,000.","The earnings limit for 2019 is $17,640. If you are younger than full retirement age for the entire year and make more than this limit, your benefit payments will be reduced.","The 2019 earnings limit is $17,640.",0,2,2,1,1,0
38O9DZ0A7IRXM3LESGDOV21XEKU62B,A1Y4ENR81QT0FT,83201ce0238a651e30d3c7f14fae0746_11,What is the 2019 earnings limit?,"That 2019 earnings limit would be $17,640.","The 2019 earnings limit is $15,000.","The earnings limit for 2019 is $17,640. If you are younger than full retirement age for the entire year and make more than this limit, your benefit payments will be reduced.","The 2019 earnings limit is $17,640.",0,2,2,0,1,0
38O9DZ0A7IRXM3LESGDOV21XEKU62B,A2IWTDSQSVP46Q,83201ce0238a651e30d3c7f14fae0746_11,What is the 2019 earnings limit?,"That 2019 earnings limit would be $17,640.","The 2019 earnings limit is $15,000.","The earnings limit for 2019 is $17,640. If you are younger than full retirement age for the entire year and make more than this limit, your benefit payments will be reduced.","The 2019 earnings limit is $17,640.",0,2,2,0,1,0
3CKVGCS3QW9VDRGXK6CDDJ4AZB70S7,A1Y4ENR81QT0FT,495a24dd8080781722c8ff6196750fb8_8,"Another question I have is, what original documents do I require?",you also must show us your I-20 Certificate of Eligibility for Nonimmigrant Student Status,We can accept only certain documents as proof of U.S. citizenship. These include a U.S. birth certificate or a U.S. passport.,"To replace your child's Social Security card, you will need to provide proof of your child's U.S. citizenship and identity. Since your child was not born on American soil, you will need to provide proof of U.S. citizenship. Acceptable documents for proof of U.S. citizenship include Certification of Report of Birth DS-1350, Consular Report of Birth Abroad FS-240 or CRBA, U.S. passport, or Certificate of Citizenship N-560/N-561.

For proof of your child's identity, we prefer to see the child's U.S. passport. If that document is not available, we may accept other documents such as a state-issued non-driver's identification card, adoption decree, doctor, clinic or hospital record, religious record, school daycare center record, or school identification card.

Additionally, we will need proof of your identity as well. An acceptable document must be current and not expired. If you have any further questions or need more information, please let me know.","You will need to provide a state-issued non-driver's identification card, adoption decree, doctor, clinic or hospital record, religious record, school daycare center record, or school identification card as proof of your child's identity. As for proof of your own identity, you will need to provide a current and not expired document.",0,0,0,1,1,1
3CKVGCS3QW9VDRGXK6CDDJ4AZB70S7,A37KEPT4TUN230,495a24dd8080781722c8ff6196750fb8_8,"Another question I have is, what original documents do I require?",you also must show us your I-20 Certificate of Eligibility for Nonimmigrant Student Status,We can accept only certain documents as proof of U.S. citizenship. These include a U.S. birth certificate or a U.S. passport.,"To replace your child's Social Security card, you will need to provide proof of your child's U.S. citizenship and identity. Since your child was not born on American soil, you will need to provide proof of U.S. citizenship. Acceptable documents for proof of U.S. citizenship include Certification of Report of Birth DS-1350, Consular Report of Birth Abroad FS-240 or CRBA, U.S. passport, or Certificate of Citizenship N-560/N-561.

For proof of your child's identity, we prefer to see the child's U.S. passport. If that document is not available, we may accept other documents such as a state-issued non-driver's identification card, adoption decree, doctor, clinic or hospital record, religious record, school daycare center record, or school identification card.

Additionally, we will need proof of your identity as well. An acceptable document must be current and not expired. If you have any further questions or need more information, please let me know.","You will need to provide a state-issued non-driver's identification card, adoption decree, doctor, clinic or hospital record, religious record, school daycare center record, or school identification card as proof of your child's identity. As for proof of your own identity, you will need to provide a current and not expired document.",1,1,1,1,1,1
3CKVGCS3QW9VDRGXK6CDDJ4AZB70S7,A2IWTDSQSVP46Q,495a24dd8080781722c8ff6196750fb8_8,"Another question I have is, what original documents do I require?",you also must show us your I-20 Certificate of Eligibility for Nonimmigrant Student Status,We can accept only certain documents as proof of U.S. citizenship. These include a U.S. birth certificate or a U.S. passport.,"To replace your child's Social Security card, you will need to provide proof of your child's U.S. citizenship and identity. Since your child was not born on American soil, you will need to provide proof of U.S. citizenship. Acceptable documents for proof of U.S. citizenship include Certification of Report of Birth DS-1350, Consular Report of Birth Abroad FS-240 or CRBA, U.S. passport, or Certificate of Citizenship N-560/N-561.

For proof of your child's identity, we prefer to see the child's U.S. passport. If that document is not available, we may accept other documents such as a state-issued non-driver's identification card, adoption decree, doctor, clinic or hospital record, religious record, school daycare center record, or school identification card.

Additionally, we will need proof of your identity as well. An acceptable document must be current and not expired. If you have any further questions or need more information, please let me know.","You will need to provide a state-issued non-driver's identification card, adoption decree, doctor, clinic or hospital record, religious record, school daycare center record, or school identification card as proof of your child's identity. As for proof of your own identity, you will need to provide a current and not expired document.",0,0,0,1,1,1
38F60IALBWLWSRTC96H3NO0W1UL0TW,A2IWTDSQSVP46Q,9ff466f48ebcc224f7e44c7ffbfe0074_11,When can I take my road test?,"Due to your age, you will need to wait 6 months after receiving your learner permit before you can schedule the road test.",You can take your road test as soon as you get your learner permit.,"If you are under 18, you must wait at least 6 months from the date you received your learner permit to schedule your road test.",You must wait at least 6 months from the date you received your learner permit to schedule your road test.,0,2,1,0,1,0
38F60IALBWLWSRTC96H3NO0W1UL0TW,A7U5AWTKSC7S,9ff466f48ebcc224f7e44c7ffbfe0074_11,When can I take my road test?,"Due to your age, you will need to wait 6 months after receiving your learner permit before you can schedule the road test.",You can take your road test as soon as you get your learner permit.,"If you are under 18, you must wait at least 6 months from the date you received your learner permit to schedule your road test.",You must wait at least 6 months from the date you received your learner permit to schedule your road test.,0,2,2,1,1,0
38F60IALBWLWSRTC96H3NO0W1UL0TW,A2Q7PMOLEJB998,9ff466f48ebcc224f7e44c7ffbfe0074_11,When can I take my road test?,"Due to your age, you will need to wait 6 months after receiving your learner permit before you can schedule the road test.",You can take your road test as soon as you get your learner permit.,"If you are under 18, you must wait at least 6 months from the date you received your learner permit to schedule your road test.",You must wait at least 6 months from the date you received your learner permit to schedule your road test.,0,2,1,0,1,0
3SD15I2WEIYM7LHXWGRTEC6PKYU63M,A2IWTDSQSVP46Q,6e7ccaa8f44365c5c816032118e3b0de_3,"Yes the latter, where do I send it?","You may send a certified check, personal check or money order payable to Commissioner of Motor Vehicles at Insurance Services Bureau NYS DMV6 Empire State Plaza, Room 332B Albany, NY 12228","Send a certified check, personal check or money order payable to Commissioner of Motor Vehicles to : Insurance Services BureauNYS DMV6 Empire State Plaza, Room 332BAlbany, NY 12228","You can send the payment for the driver civil penalty for an uninsured accident to the Insurance Services Bureau at the following address: 

Insurance Services Bureau
NYS DMV
6 Empire State Plaza, Room 332B
Albany, NY 12228","You need to send a certified check or money order payable to the Commissioner of Motor Vehicles to the following address: 

Insurance Services Bureau
NYS DMV
6 Empire State Plaza, Room 332B
Albany, NY 12228",2,1,1,0,1,0
3SD15I2WEIYM7LHXWGRTEC6PKYU63M,A2LNLICU3SFU6Y,6e7ccaa8f44365c5c816032118e3b0de_3,"Yes the latter, where do I send it?","You may send a certified check, personal check or money order payable to Commissioner of Motor Vehicles at Insurance Services Bureau NYS DMV6 Empire State Plaza, Room 332B Albany, NY 12228","Send a certified check, personal check or money order payable to Commissioner of Motor Vehicles to : Insurance Services BureauNYS DMV6 Empire State Plaza, Room 332BAlbany, NY 12228","You can send the payment for the driver civil penalty for an uninsured accident to the Insurance Services Bureau at the following address: 

Insurance Services Bureau
NYS DMV
6 Empire State Plaza, Room 332B
Albany, NY 12228","You need to send a certified check or money order payable to the Commissioner of Motor Vehicles to the following address: 

Insurance Services Bureau
NYS DMV
6 Empire State Plaza, Room 332B
Albany, NY 12228",2,2,2,0,0,0
3SD15I2WEIYM7LHXWGRTEC6PKYU63M,A2XEKBVKBZC68Z,6e7ccaa8f44365c5c816032118e3b0de_3,"Yes the latter, where do I send it?","You may send a certified check, personal check or money order payable to Commissioner of Motor Vehicles at Insurance Services Bureau NYS DMV6 Empire State Plaza, Room 332B Albany, NY 12228","Send a certified check, personal check or money order payable to Commissioner of Motor Vehicles to : Insurance Services BureauNYS DMV6 Empire State Plaza, Room 332BAlbany, NY 12228","You can send the payment for the driver civil penalty for an uninsured accident to the Insurance Services Bureau at the following address: 

Insurance Services Bureau
NYS DMV
6 Empire State Plaza, Room 332B
Albany, NY 12228","You need to send a certified check or money order payable to the Commissioner of Motor Vehicles to the following address: 

Insurance Services Bureau
NYS DMV
6 Empire State Plaza, Room 332B
Albany, NY 12228",2,1,0,0,1,1
33QQ60S6B8MBS4819B7DSKMYK8S0UN,A2S4HVS6FHUTB6,83236af4c52644c27df34aac12860238_9,"How much is the fine if the order was issued between July 1, 1990 and October 31, 1996?",the civil fine is $ 200,"the civil penalty is $ 200 if the order was issued between November 1, 1996 and October 31, 2006, the civil penalty is $ 300 if the order was issued between November 1, 1992 and October 31, 1996","The civil fine for an order issued between July 1, 1990, and October 31, 1996, is $500.","The civil fine is $250 if the order was issued between July 1, 1990 and October 31, 1996.",1,0,0,1,1,1
33QQ60S6B8MBS4819B7DSKMYK8S0UN,A2LNLICU3SFU6Y,83236af4c52644c27df34aac12860238_9,"How much is the fine if the order was issued between July 1, 1990 and October 31, 1996?",the civil fine is $ 200,"the civil penalty is $ 200 if the order was issued between November 1, 1996 and October 31, 2006, the civil penalty is $ 300 if the order was issued between November 1, 1992 and October 31, 1996","The civil fine for an order issued between July 1, 1990, and October 31, 1996, is $500.","The civil fine is $250 if the order was issued between July 1, 1990 and October 31, 1996.",0,0,0,1,1,1
33QQ60S6B8MBS4819B7DSKMYK8S0UN,A2IWTDSQSVP46Q,83236af4c52644c27df34aac12860238_9,"How much is the fine if the order was issued between July 1, 1990 and October 31, 1996?",the civil fine is $ 200,"the civil penalty is $ 200 if the order was issued between November 1, 1996 and October 31, 2006, the civil penalty is $ 300 if the order was issued between November 1, 1992 and October 31, 1996","The civil fine for an order issued between July 1, 1990, and October 31, 1996, is $500.","The civil fine is $250 if the order was issued between July 1, 1990 and October 31, 1996.",1,0,0,1,0,0
3UL5XDRDOSNCPENP3ECKDN004PB850,A2PMEO6PZ2JAAJ,369d82e8dd3dd539135912d9d8593e1f_6,"Umm, o.k. Where do i find more information?",Sure you can read the following publication: Disability determination Process.,"You can find that information in the section ""Disability and Supplemental Security Income"" on our website.","You can find more information about applying for disability benefits on our website. We have a Benefits Planner section specifically for disability that provides detailed information on how to qualify and apply for benefits, what happens if your application is approved, who can receive benefits on your earnings record, and much more. You can access this information by visiting our website and navigating to the Benefits Planner: Disability section.","You can find more information about disability benefits and the application process on the Social Security Administration's website. They have resources, forms, and publications available that can help guide you through the process.",2,2,2,1,1,1
3UL5XDRDOSNCPENP3ECKDN004PB850,A2XEKBVKBZC68Z,369d82e8dd3dd539135912d9d8593e1f_6,"Umm, o.k. Where do i find more information?",Sure you can read the following publication: Disability determination Process.,"You can find that information in the section ""Disability and Supplemental Security Income"" on our website.","You can find more information about applying for disability benefits on our website. We have a Benefits Planner section specifically for disability that provides detailed information on how to qualify and apply for benefits, what happens if your application is approved, who can receive benefits on your earnings record, and much more. You can access this information by visiting our website and navigating to the Benefits Planner: Disability section.","You can find more information about disability benefits and the application process on the Social Security Administration's website. They have resources, forms, and publications available that can help guide you through the process.",1,1,1,1,1,1
3UL5XDRDOSNCPENP3ECKDN004PB850,A2IWTDSQSVP46Q,369d82e8dd3dd539135912d9d8593e1f_6,"Umm, o.k. Where do i find more information?",Sure you can read the following publication: Disability determination Process.,"You can find that information in the section ""Disability and Supplemental Security Income"" on our website.","You can find more information about applying for disability benefits on our website. We have a Benefits Planner section specifically for disability that provides detailed information on how to qualify and apply for benefits, what happens if your application is approved, who can receive benefits on your earnings record, and much more. You can access this information by visiting our website and navigating to the Benefits Planner: Disability section.","You can find more information about disability benefits and the application process on the Social Security Administration's website. They have resources, forms, and publications available that can help guide you through the process.",0,1,0,1,1,1
33J5JKFMLM2FH30HBP5RKHNGKZ63QG,AB9UOS84LSYQR,04420023b17be8762424528d3258a3a3_13,What life insurance benefits can I get with VGLI?,"can get between $ 10,000 to $ 400,000 in life insurance benefits","$ 10,000 to $ 400,000 in life insurance benefits","With VGLI, you can receive life insurance benefits ranging from $10,000 to $400,000, based on the amount of SGLI coverage you had when you left the military. You also have the option to increase your coverage by $25,000 every 5 years up to $400,000 until you reach 60 years old.","With VGLI, you can get life insurance benefits ranging from $10,000 to $400,000, based on the amount of SGLI coverage you had when you left the military. Additionally, you can increase your coverage by $25,000 every 5 years up to $400,000 until you reach 60 years old.",2,2,2,0,1,1
33J5JKFMLM2FH30HBP5RKHNGKZ63QG,A3EGXCFW8U4K45,04420023b17be8762424528d3258a3a3_13,What life insurance benefits can I get with VGLI?,"can get between $ 10,000 to $ 400,000 in life insurance benefits","$ 10,000 to $ 400,000 in life insurance benefits","With VGLI, you can receive life insurance benefits ranging from $10,000 to $400,000, based on the amount of SGLI coverage you had when you left the military. You also have the option to increase your coverage by $25,000 every 5 years up to $400,000 until you reach 60 years old.","With VGLI, you can get life insurance benefits ranging from $10,000 to $400,000, based on the amount of SGLI coverage you had when you left the military. Additionally, you can increase your coverage by $25,000 every 5 years up to $400,000 until you reach 60 years old.",2,2,2,0,1,1
33J5JKFMLM2FH30HBP5RKHNGKZ63QG,A2Q7PMOLEJB998,04420023b17be8762424528d3258a3a3_13,What life insurance benefits can I get with VGLI?,"can get between $ 10,000 to $ 400,000 in life insurance benefits","$ 10,000 to $ 400,000 in life insurance benefits","With VGLI, you can receive life insurance benefits ranging from $10,000 to $400,000, based on the amount of SGLI coverage you had when you left the military. You also have the option to increase your coverage by $25,000 every 5 years up to $400,000 until you reach 60 years old.","With VGLI, you can get life insurance benefits ranging from $10,000 to $400,000, based on the amount of SGLI coverage you had when you left the military. Additionally, you can increase your coverage by $25,000 every 5 years up to $400,000 until you reach 60 years old.",1,2,2,0,1,1
3HJ1EVZS34NFT4FHO4URP7XLGL83RH,A2LNLICU3SFU6Y,105391c55c1852bc038ae73d0eb705bb_5,Are there any media than I can read or watch to know more about what's next after the FAFSA?,"Yes, you can watch our video on youtube about ""After the FAFSA: What happens next?"".","Yes, we have a video that you can watch to learn more about what happens after you submit your FAFSA form.","Yes, there is a video titled ""After the FAFSA: What Happens Next?"" that you can watch on YouTube. It provides information on the next steps after submitting your FAFSA application. You can also find an accessible version of the video in wmv format. Additionally, you can visit the Federal Student Aid website or use the myStudentAid mobile app to check the status of your application and learn more about the actions you need to take.","Yes, there is a video titled ""After the FAFSA: What Happens Next?"" that you can watch on YouTube. Additionally, there is an accessible version of the video available in wmv format.",2,1,2,0,1,0
3HJ1EVZS34NFT4FHO4URP7XLGL83RH,A5P2804JP8CQO,105391c55c1852bc038ae73d0eb705bb_5,Are there any media than I can read or watch to know more about what's next after the FAFSA?,"Yes, you can watch our video on youtube about ""After the FAFSA: What happens next?"".","Yes, we have a video that you can watch to learn more about what happens after you submit your FAFSA form.","Yes, there is a video titled ""After the FAFSA: What Happens Next?"" that you can watch on YouTube. It provides information on the next steps after submitting your FAFSA application. You can also find an accessible version of the video in wmv format. Additionally, you can visit the Federal Student Aid website or use the myStudentAid mobile app to check the status of your application and learn more about the actions you need to take.","Yes, there is a video titled ""After the FAFSA: What Happens Next?"" that you can watch on YouTube. Additionally, there is an accessible version of the video available in wmv format.",1,0,2,1,1,1
3HJ1EVZS34NFT4FHO4URP7XLGL83RH,A1Y4ENR81QT0FT,105391c55c1852bc038ae73d0eb705bb_5,Are there any media than I can read or watch to know more about what's next after the FAFSA?,"Yes, you can watch our video on youtube about ""After the FAFSA: What happens next?"".","Yes, we have a video that you can watch to learn more about what happens after you submit your FAFSA form.","Yes, there is a video titled ""After the FAFSA: What Happens Next?"" that you can watch on YouTube. It provides information on the next steps after submitting your FAFSA application. You can also find an accessible version of the video in wmv format. Additionally, you can visit the Federal Student Aid website or use the myStudentAid mobile app to check the status of your application and learn more about the actions you need to take.","Yes, there is a video titled ""After the FAFSA: What Happens Next?"" that you can watch on YouTube. Additionally, there is an accessible version of the video available in wmv format.",1,2,2,0,1,1
